Portaria,Grupo,Classe,Ordem,Familia,Espécie,Nome,Categoria
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias fulminantis (Costa & Brasil, 1993)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias ghisolfii (Costa, Cyrino & Nielsen, 1996)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias gibberatus (Costa & Brasil, 2006)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias guanambi Costa & Amorim, 2011",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias harmonicus (Costa, 2010)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias hellneri (Berkenkamp, 1993)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias igneus (Costa, 2000)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias janaubensis (Costa, 2006)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias longignatus (Costa, 2008)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias lopesi (Nielsen, Shibatta, Suzart & Martín, 2010)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias macaubensis (Costa & Suzart, 2006)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias magnificus (Costa & Brasil, 1991)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias marginatus (Costa & Brasil, 1996)",Peixe-da-chuva,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias mediopapillatus (Costa, 2006)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias multiradiatus (Costa & Brasil, 1994)",Peixe-da-chuva,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias nielseni (Costa, 2005)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias notatus (Costa, Lacerda & Brasil, 1990)",Peixe-da-chuva,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias picturatus (Costa, 2000)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias rufus (Costa, Nielsen & de Luca, 2001)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias similis (Costa & Hellner, 1999)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias stellatus (Costa & Brasil, 1994)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias tocantinensis Nielsen, Cruz & Baptista, 2012",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias trilineatus (Costa & Brasil, 1994)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias virgulatus (Costa & Brasil, 2006)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Kryptolebias brasiliensis (Valenciennes, 1821)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Kryptolebias campelloi (Costa, 1990)",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Kryptolebias gracilis Costa, 2007",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Leptolebias citrinipinnis (Costa, Lacerda & Tanizaki, 1988)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Leptolebias itanhaensis Costa, 2008",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Leptolebias leitaoi (Cruz & Peixoto, 1991)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Leptolebias marmoratus (Ladiges, 1934)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Leptolebias opalescens (Myers, 1942)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Leptolebias splendens (Myers, 1942)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Maratecoara formosa Costa & Brasil, 1995",Peixe-da-chuva,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Maratecoara splendida Costa, 2007",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus crixas (Costa, 2007)",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus illuminatus (Costa, 2007)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus karaja (Costa, 2007)",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus kayapo (Costa, 2006)",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus kunzei Costa, 2012",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus litteratus (Costa, 2005) ",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus pindorama Costa, 2012",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus pinima (Costa, 1989)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus planaltinus (Costa & Brasil, 2008)",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus rubromarginatus (Costa, 2007)",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus rutilicaudus (Costa, 2005)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus salmonicaudus (Costa, 2007)",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus scalaris (Costa, 2005)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus ubirajarai Costa, 2012",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Melanorivulus vittatus (Costa, 1989)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Moema piriana Costa, 1989",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Nematolebias catimbau Costa, Amorim & Aranha, 2014",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Nematolebias papilliferus Costa, 2002",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Nematolebias whitei (Myers, 1942)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Notholebias cruzi (Costa, 1988)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Notholebias fractifasciatus (Costa, 1988)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Notholebias minimus (Myers, 1942)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Notholebias vermiculatus Costa & Amorim, 2013",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Ophthalmolebias bokermanni (Carvalho & Cruz, 1987)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Ophthalmolebias constanciae (Myers, 1942)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Ophthalmolebias ilheusensis (Costa & Lima, 2010)",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Ophthalmolebias perpendicularis (Costa, Nielsen & de Luca, 2001)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Ophthalmolebias rosaceus (Costa, Nielsen & de Luca, 2001)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Ophthalmolebias suzarti (Costa, 2004)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Pituna brevirostrata (Costa, 2007)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Pituna xinguensis Costa & Nielsen, 2007",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Plesiolebias altamira Costa & Nielsen, 2007",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Plesiolebias canabravensis Costa & Nielsen, 2007",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Plesiolebias xavantei (Costa, Lacerda & Tanizaki, 1988)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Simpsonichthys boitonei Carvalho, 1959",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Simpsonichthys cholopteryx Costa, Moreira & Lima, 2003",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Simpsonichthys nigromaculatus Costa, 2007",Peixe-da-chuva,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Simpsonichthys parallelus Costa, 2000",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Simpsonichthys punctulatus Costa & Brasil, 2007",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Simpsonichthys santanae (Shibata & Garavello, 1992)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Simpsonichthys zonatus (Costa & Brasil, 1990)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Spectrolebias reticulatus (Costa & Nielsen, 2003)",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Trigonectes strigabundus Myers, 1925",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Xenurolebias izecksohni (Cruz, 1983)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Xenurolebias myersi (Carvalho, 1971)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Apteronotus acidops Triques, 2011",Sarapó,EN
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Apteronotus lindalvae de Santana & Cox Fernandes, 2012",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Megadontognathus kaitukaensis Campos-da-Paz, 1999",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchella curvioperculata Godoy, 1968",Ituí,EN
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchogiton zuanoni de Santana & Vari, 2010",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus britskii Campos-da-Paz, 2000",Ituí,EN
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus caboclo de Santana & Nogueira, 2006",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus higuchii de Santana & Vari, 2010",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus inpai de Santana & Vari, 2010",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus jaimei de Santana & Vari, 2010",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus kokraimoro de Santana & Vari, 2010",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus mareikeae de Santana & Vari, 2010",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus severii de Santana & Nogueira, 2006",Ituí,VU
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Sternarchorhynchus villasboasi de Santana & Vari, 2010",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Gymnotiformes,Apteronotidae,"Tembeassu marauna Triques, 1998",Ituí-maraúna,CR
445,Peixes continentais,Actinopterygii,Gymnotiformes,Hypopomidae,"Brachyhypopomus jureiae Triques & Khamis, 2003",Tuvira-da-juréia,EN
445,Peixes continentais,Actinopterygii,Gymnotiformes,Sternopygidae,"Eigenmannia vicentespelaea Triques, 1996",Ituí,VU
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Crenicichla cyclostoma Ploeg, 1986",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Crenicichla empheres Lucena, 2007",Joana,VU
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Crenicichla hadrostigma Lucena, 2007",Joana,VU
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Crenicichla heckeli Ploeg, 1989",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Crenicichla jegui Ploeg, 1986",Jacundá,EN
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Crenicichla jupiaensis Britski & Luengo, 1968",Joaninha,EN
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Crenicichla urosema Kullander, 1990",Sabãozinho,EN
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Gymnogeophagus setequedas Reis, Malabarba & Pavanelli, 1992",Acará,EN
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Teleocichla centisquama Zuanon & Sazima, 2002",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Teleocichla cinderella Kullander, 1988",Joaninha-da-pedra,EN
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Teleocichla prionogenys Kullander, 1988",Joaninha-da-pedra,VU
445,Peixes continentais,Actinopterygii,Perciformes,Cichlidae,"Teleocichla wajapi  Varella & Moreira,  2013",Joaninha-da-pedra,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Callichthyidae,"Corydoras lacerdai Hieronimus, 1995",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Callichthyidae,"Scleromystax macropterus (Regan, 1913)",Limpa-fundo,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Doradidae,"Hassar shewellkeimi Sabaj Pérez & Birindelli, 2013","Botinho, Reco-reco",VU
445,Peixes continentais,Actinopterygii,Siluriformes,Doradidae,"Kalyptodoras bahiensis Higuchi, Britski & Garavello, 1990",Peracuca,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Doradidae,"Rhynchodoras xingui Klausewitz & Rössel, 1961",Bacuzinho,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Heptapteridae,"Chasmocranus brachynema Gomes & Schubart, 1958",Bagrinho,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Heptapteridae,"Heptapterus multiradiatus Ihering, 1907",Bagrinho-do-tietê,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Heptapteridae,"Pimelodella kronei (Ribeiro, 1907)",Bagre-cego-de-iporanga,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Heptapteridae,"Pimelodella spelaea Trajano, Reis & Bichuette, 2004",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Heptapteridae,"Rhamdia jequitinhonha Silfvergrip, 1996",Mandi,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Heptapteridae,"Rhamdiopsis krugi Bockmann & Castro, 2011",Bagrinho-cego,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Heptapteridae,"Taunayia bifasciata (Eigenmann & Norris, 1900)",Bagrinho-listrado,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Ancistrus cryptophthalmus Reis, 1987",Cascudinho-de-caverna,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Ancistrus formoso Sabino & Trajano, 1997",Cascudo-cego,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Ancistrus minutus Fisch-Muller, Mazzoni & Weber, 2001",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Baryancistrus longipinnis (Kindle, 1895)",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Baryancistrus niveatus (Castelnau, 1855)",Acari,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Corumbataia britskii Ferreira & Ribeiro, 2007",Cascudinho,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Delturus parahybae Eigenmann & Eigenmann, 1889",Cascudo,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Harttia depressa Rapp Py-Daniel & Oliveira, 2001",Acari-cachimbo,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Harttia dissidens Rapp Py-Daniel & Oliveira, 2001",Acari-cachimbo,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Hemiancistrus megalopteryx Cardoso, 2004",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Hemipsilichthys gobio (Lütken, 1874)",Cascudo-piririca,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Hopliancistrus tricornis Isbrücker & Nijssen, 1989",Bodó-seda,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Hypancistrus zebra Isbrücker & Nijssen, 1991",Cascudo-zebra-imperial,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Isbrueckerichthys saxicola Jerep, Shibatta, Pereira & Oyakawa, 2006",Cascudo,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Lamontichthys parakana de Carvalho Paixão & Toledo-Piza, 2009",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Leporacanthicus joselimai Isbrücker & Nijssen, 1989",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Lithoxus lithoides Eigenmann, 1910",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Loricaria coximensis Rodriguez, Cavallaro & Thomas, 2012",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Microlepidogaster perforatus Eigenmann & Eigenmann, 1889",Cascudinho,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Neoplecostomus botucatu Roxo, Oliveira & Zawadzki, 2012",Cascudo,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Neoplecostomus selenae Zawadzki, Pavanelli & Langeani, 2008",Cascudo,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Otothyris juquiae Garavello, Britski & Schaefer 1998",Cascudinho-anão,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Parancistrus nudiventris Rapp Py-Daniel & Zuanon, 2005",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Pareiorhaphis mutuca (Oliveira & Oyakawa, 1999)",Cascudo,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Pareiorhaphis nasuta Pereira, Vieira & Reis, 2007",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Pareiorhaphis scutula Pereira, Vieira & Reis, 2010",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Parotocinclus spilurus (Fowler, 1941)",Cascudinho,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Peckoltia compta Oliveira, Zuanon, Rapp Py-Daniel & Rocha, 2010",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Peckoltia snethlageae (Steindachner, 1911)",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Pogonopoma obscurum Quevedo & Reis, 2002",Cascudo-preto,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Pogonopoma parahybae (Steindachner, 1877)",Cascudo,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Pseudotocinclus juquiae Takako, Oliveira & Oyakawa, 2005",Cascudinho-do-Juquiá,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Pseudotocinclus tietensis (Ihering, 1907)",Cascudinho-do-tietê,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Scobinancistrus aureatus Burgess, 1994",Acari-da-pedra,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Scobinancistrus pariolispos Isbrücker & Nijssen, 1989",Acari-da-pedra,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Loricariidae,"Lamontichthys avacanoeiro de Carvalho Paixão & Toledo-Piza, 2009",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Aguarunichthys tocantinsensis Zuanon, Rapp Py-Daniel & Jégu, 1993",Bagre,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Bagropsis reinhardti Lütken, 1874",Bagre,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Conorhynchos conirostris (Valenciennes, 1840)",Pirá-tamanduá,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Pimelodus halisodous Ribeiro, Lucena & Lucinda, 2008",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Pimelodus joannis Ribeiro, Lucena & Lucinda, 2008",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Pimelodus stewartii Ribeiro, Lucena & Lucinda, 2008",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Steindachneridion amblyurum (Eigenmann & Eigenmann, 1888)",Surubim-do-jequitinhonha,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Steindachneridion doceanum (Eigenmann & Eigenmann, 1889)",Surubim-do-doce,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Steindachneridion melanodermatum Garavello, 2005",Surubim-do-iguaçu,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Steindachneridion parahybae (Steindachner, 1877)",Surubim-do-paraíba,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Pimelodidae,"Steindachneridion scriptum (Miranda Ribeiro, 1918)",Surubim,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Pseudopimelodidae,"Lophiosilurus alexandri Steindachner, 1876",pacamã,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Pseudopimelodidae,"Microglanis robustus Ruiz & Shibatta, 2010",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Glaphyropoma spinosum Bichuette, de Pinna & Trajano, 2008",Bagrinho-de-caverna,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Ituglanis bambui Bichuette & Trajano, 2004",Bagrinho-de-caverna,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Ituglanis cahyensis Sarmento-Soares, Martins-Pinheiro, Aranda & Chamon, 2006",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Ituglanis epikarsticus Bichuette & Trajano, 2004",Bagrinho-de-caverna,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Ituglanis mambai Bichuette & Trajano, 2008",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Ituglanis passensis Fernandez & Bichuette, 2002",Bagrinho-de-caverna,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Ituglanis ramiroi Bichuette & Trajano, 2004",Bagrinho-de-caverna,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Listrura camposi (Miranda Ribeiro, 1957)",Cambeva-minhoca-do-ribeira,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Listrura costai Villa-Verde Lazzarotto & Lima, 2012",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Listrura nematopteryx de Pinna, 1988",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Listrura tetraradiata Landim & Costa, 2002",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Microcambeva draco Matos & Lima, 2010",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichogenes claviger de Pinna, Helmer, Britski & Nunes, 2010",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus crassicaudatus Wosiacki & de Pinna, 2008",Candiru,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus dali Rizzato, Costa, Trajano & Bichuette, 2011",Bagrinho-cego-da-serra-da-bodoquena,VU
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus igobi Wosiacki & de Pinna, 2008",Candiru,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus itacarambiensis Trajano & de Pinna, 1996",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus mboycy Wosiacki & Garavello, 2004",Candiru,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus novalimensis Barbosa & Costa, 2010",Cambeva,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus paolence (Eigenmann, 1917)",Cambeva-do-tietê,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus papilliferus Wosiacki & Garavello, 2004",Candiru,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus paquequerense (Miranda Ribeiro, 1943)",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus rubbioli Bichuette & Rizzato, 2012",Desconhecido,VU
