Familia,Especie,Categoria,IN608
RUTACEAE,Pilocarpus jaborandi,EN,sim
RUTACEAE,Pilocarpus microphyllus,EN,sim
RUTACEAE,Pilocarpus trachylophus,EN,sim
RUTACEAE,Raulinoa echinata,VU,sim
SALICACEAE,Abatia angeliana,VU,não
SALICACEAE,Casearia paranaensis,VU,não
SANTALACEAE,Acanthosyris paulo-alvinii,VU,sim
SAPINDACEAE,Cupania concolor,VU,não
SAPINDACEAE,Cupania furfuracea,VU,não
SAPINDACEAE,Melicoccus espiritosantensis,EN,não
SAPINDACEAE,Serjania divaricocca,CR,não
SAPINDACEAE,Serjania hatschbachii,CR,não
SAPINDACEAE,Talisia subalbens,VU,sim
SAPINDACEAE,Urvillea glabra,VU,não
SAPOTACEAE,Chrysophyllum imperiale,EN,não
SAPOTACEAE,Chrysophyllum januariense,VU,não
SAPOTACEAE,Manilkara dardanoi,VU,não
SAPOTACEAE,Manilkara decrescens,VU,não
SAPOTACEAE,Manilkara maxima,EN,não
SAPOTACEAE,Manilkara multifida,VU,não
SAPOTACEAE,Micropholis emarginata,EN,não
SAPOTACEAE,Micropholis splendens,EN,não
SAPOTACEAE,Pouteria bapeba,CR,não
SAPOTACEAE,Pouteria bullata,EN,não
SAPOTACEAE,Pouteria butyrocarpa,CR,não
SAPOTACEAE,Pouteria coelomatica,VU,não
SAPOTACEAE,Pouteria decussata,EN,não
SAPOTACEAE,Pouteria furcata,EN,não
SAPOTACEAE,Pouteria macahensis,EN,não
SAPOTACEAE,Pouteria multiflora,VU,não
SAPOTACEAE,Pouteria oxypetala,EN,não
SAPOTACEAE,Pouteria pachycalyx,VU,não
SAPOTACEAE,Pouteria petiolata,VU,não
SAPOTACEAE,Pouteria vernicosa,VU,não
SAPOTACEAE,Pouteria virescens,EN,não
SAPOTACEAE,Pradosia granulosa,VU,não
SAPOTACEAE,Pradosia kuhlmannii,EN,não
SAPOTACEAE,Pradosia subverticillata,VU,não
SAPOTACEAE,Pradosia verticillata,EN,não
SAPOTACEAE,Sarcaulus vestitus,VU,não
SCROPHULARIACEAE,Buddleja speciosissima,EN,não
SCROPHULARIACEAE,Selaginella mendoncae,VU,não
SIMAROUBACEAE,Castela tweedii,EN,não
SIMAROUBACEAE,Simaba glabra,VU,não
SIMAROUBACEAE,Simaba insignis,EN,não
SIMAROUBACEAE,Simaba salubris,CR,não
SIMAROUBACEAE,Simaba suaveolens,CR,não
SIMAROUBACEAE,Simaba warmingiana,EN,não
SMILACACEAE,Smilax lappacea,EN,não
SMILACACEAE,Smilax lutescens,EN,não
SMILACACEAE,Smilax muscosa,VU,não
SMILACACEAE,Smilax spicata,EN,não
SMILACACEAE,Smilax subsessiliflora,EN,não
SOLANACEAE,Calibrachoa eglandulata,EN,não
SOLANACEAE,Calibrachoa elegans,EN,não
SOLANACEAE,Calibrachoa humilis,EN,não
SOLANACEAE,Calibrachoa spathulata,VU,não
SOLANACEAE,Lycianthes repens,EN,não
SOLANACEAE,Nicotiana mutabilis,VU,sim
SOLANACEAE,Nierembergia pinifolia,CR,sim
SOLANACEAE,Petunia bonjardinensis,EN,não
SOLANACEAE,Petunia exserta,EN,não
SOLANACEAE,Petunia mantiqueirensis,EN,não
SOLANACEAE,Petunia reitzii,CR,sim
SOLANACEAE,Petunia saxicola,CR,sim
SOLANACEAE,Schwenckia curviflora,EN,não
SOLANACEAE,Schwenckia nova-veneciana,CR,sim
SOLANACEAE,Solanum arenarium,EN,sim
SOLANACEAE,Solanum bahianum,EN,sim
SOLANACEAE,Solanum graveolens,EN,não
SOLANACEAE,Solanum jabrense,EN,não
SOLANACEAE,Solanum paralum,EN,não
SOLANACEAE,Solanum restingae,EN,não
SOLANACEAE,Solanum santosii,VU,não
SOLANACEAE,Solanum spissifolium,CR,sim
SOLANACEAE,Solanum viscosissimum,EN,não
SOLANACEAE,Solanum warmingii,EN,não
SYMPLOCACEAE,Symplocos corymboclados,EN,não
SYMPLOCACEAE,Symplocos itatiaiae,EN,não
SYMPLOCACEAE,Symplocos neglecta,CR,sim
SYMPLOCACEAE,Symplocos organensis,EN,não
SYMPLOCACEAE,Symplocos rhamnifolia,EN,não
THELYPTERIDACEAE,Thelypteris cutiataensis,EN,não
THELYPTERIDACEAE,Thelypteris littoralis,EN,não
THELYPTERIDACEAE,Thelypteris montana,VU,não
THELYPTERIDACEAE,Thelypteris multigemmifera,CR,não
THELYPTERIDACEAE,Thelypteris novaeana,CR,sim
TRIGONIACEAE,Trigoniodendron spiritusanctense,VU,sim
TROPAEOLACEAE,Tropaeolum warmingianum,EN,não
URTICACEAE,Pilea aparadensis,CR,não
URTICACEAE,Pilea flammula,VU,não
VELLOZIACEAE,Barbacenia delicatula,EN,não
VELLOZIACEAE,Barbacenia exscapa,CR,não
VELLOZIACEAE,Barbacenia glutinosa,CR,não
VELLOZIACEAE,Barbacenia gounelleana,EN,não
VELLOZIACEAE,Barbacenia longiscapa,CR,não
VELLOZIACEAE,Barbacenia paranaensis,EN,não
VELLOZIACEAE,Barbacenia pungens,CR,não
VELLOZIACEAE,Barbacenia riparia,CR,não
VELLOZIACEAE,Barbacenia rodriguesii,EN,não
VELLOZIACEAE,Barbacenia spectabilis,EN,não
VELLOZIACEAE,Barbacenia spiralis,EN,não
VELLOZIACEAE,Vellozia alata,EN,não
VELLOZIACEAE,Vellozia armata,EN,não
VELLOZIACEAE,Vellozia barbata,EN,não
VELLOZIACEAE,Vellozia canelinha,CR,não
VELLOZIACEAE,Vellozia gigantea,EN,não
VELLOZIACEAE,Vellozia glabra,EN,não
VELLOZIACEAE,Vellozia hatschbachii,EN,não
VELLOZIACEAE,Vellozia leptopetala,EN,não
VELLOZIACEAE,Vellozia lilacina,EN,não
VELLOZIACEAE,Vellozia metzgerae,EN,não
VELLOZIACEAE,Vellozia nuda,EN,não
VELLOZIACEAE,Vellozia patens,EN,não
VELLOZIACEAE,Vellozia piresiana,EN,não
VELLOZIACEAE,Vellozia pulchra,EN,não
VELLOZIACEAE,Vellozia sessilis,EN,não
VELLOZIACEAE,Vellozia streptophylla,EN,não
VELLOZIACEAE,Vellozia subalata,EN,não
VERBENACEAE,Aloysia hatschbachii,EN,não
VERBENACEAE,Citharexylum obtusifolium,EN,não
VERBENACEAE,Lippia alnifolia,VU,não
VERBENACEAE,Lippia bradei,VU,não
VERBENACEAE,Lippia bromleyana,EN,sim
VERBENACEAE,Lippia elliptica,VU,não
VERBENACEAE,Lippia insignis,VU,não
VERBENACEAE,Lippia morii,EN,não
VERBENACEAE,Lippia pumila,EN,não
VERBENACEAE,Lippia rhodocnemis,EN,não
VERBENACEAE,Recordia reitzii,EN,não
VERBENACEAE,Stachytarpheta almasensis,EN,não
VERBENACEAE,Stachytarpheta procumbens,EN,sim
VERBENACEAE,Stachytarpheta radlkoferiana,VU,não
VIOLACEAE,Hybanthus albus,CR,sim
VIOLACEAE,Pombalia strigoides,EN,não
VIOLACEAE,Rinorea bicornuta,CR,não
VIOLACEAE,Rinorea longistipulata,EN,não
VIOLACEAE,Rinorea ramiziana,EN,não
VIOLACEAE,Rinorea villosiflora,CR,não
VIOLACEAE,Viola gracillima,EN,não
VITACEAE,Cissus apendiculata,EN,não
VITACEAE,Cissus inundata,VU,sim
VOCHYSIACEAE,Callisthene inundata,EN,não
VOCHYSIACEAE,Erisma arietinum,EN,não
VOCHYSIACEAE,Qualea coerulea,VU,não
VOCHYSIACEAE,Qualea magna,EN,não
VOCHYSIACEAE,Vochysia angelica,EN,não
VOCHYSIACEAE,Vochysia pygmaea,EN,não
VOCHYSIACEAE,Vochysia santaluciae,EN,não
XYRIDACEAE,Xyris aurea,EN,não
XYRIDACEAE,Xyris blepharophylla,EN,não
XYRIDACEAE,Xyris cipoensis,EN,sim
XYRIDACEAE,Xyris coutensis,CR,sim
XYRIDACEAE,Xyris dardanoi,CR,não
XYRIDACEAE,Xyris fibrosa,CR,não
XYRIDACEAE,Xyris fusca,EN,não
XYRIDACEAE,Xyris hatschbachii,CR,não
XYRIDACEAE,Xyris hystrix,CR,sim
XYRIDACEAE,Xyris longifolia,EN,não
XYRIDACEAE,Xyris lucida,EN,não
XYRIDACEAE,Xyris morii,EN,sim
XYRIDACEAE,Xyris neglecta,EN,não
XYRIDACEAE,Xyris nigricans,CR,sim
XYRIDACEAE,Xyris obtusiuscula,EN,não
XYRIDACEAE,Xyris phaeocephala,EN,sim
XYRIDACEAE,Xyris platystachya,CR,sim
XYRIDACEAE,Xyris reitzii,EN,não
XYRIDACEAE,Xyris retrorsifimbriata,CR,sim
XYRIDACEAE,Xyris rigida,CR,não
XYRIDACEAE,Xyris sincorana,EN,não
XYRIDACEAE,Xyris sororia,CR,não
XYRIDACEAE,Xyris stenophylla,VU,não
XYRIDACEAE,Xyris tortilis,CR,não
XYRIDACEAE,Xyris uninervis,CR,não
XYRIDACEAE,Xyris vacillans,EN,não
XYRIDACEAE,Xyris wawrae,EN,não
ZINGIBERACEAE,Renealmia brasiliensis,EN,não
